origin_destination_airport,ratio_distance_inefficiency,ratio_ccd_fuel_inefficiency
VECC-VEBN,1.0178,1.0944
VECC-VEBS,1.0825,1.3006
VECC-VEGK,1.0378,1.1455
VECC-VEGT,1.1468,1.2236
VECC-VEIM,1.0317,1.1457
VECC-VEJT,1.1115,1.1238
VECC-VEKU,1.0382,1.138
VECC-VELP,1.0798,1.2609
VECC-VEMN,1.0913,1.1221
VECC-VEMR,1.0518,1.1396
VECC-VEPT,1.0493,1.2167
VECC-VERC,1.0446,1.3025
VECC-VERP,1.0277,1.1565
VECC-VGEG,1.1,1.3035
VECC-VGHS,1.1186,1.4202
VECC-VHHH,1.0895,1.1051
VECC-VICG,1.0393,1.1489
VECC-VIDP,1.043,1.1933
VECC-VIJP,1.0297,1.2013
VECC-VILK,1.0206,1.1447
VECC-VNKT,1.0694,1.2309
VECC-VOBL,1.0494,1.1674
VECC-VOCI,1.0327,1.15
VECC-VOGO,1.0311,1.1478
VECC-VOHS,1.0676,1.1971
VECC-VOMM,1.032,1.1368
VECC-VOPB,1.0192,1.1444
VECC-VOVZ,1.0233,1.1621
VECC-VQPR,1.0569,1.1267
VECC-VTBD,1.0341,1.1513
VECC-VTBS,1.0449,1.1239
VECC-VVNB,1.0133,1.0353
VECC-VVTS,1.0636,1.1173
VECC-VYYY,1.0529,1.0484
VECC-WMKK,1.0422,1.1386
VECC-WSSS,1.0525,1.1365
VECC-ZGGG,1.0214,1.0122
VECC-ZPPP,1.0329,1.0898
VEDG-VABB,1.0226,1.0739
VEDG-VIDP,1.044,1.1873
VEDG-VOHS,1.0328,1.1569
VEDG-VOMM,1.0683,1.1466
VEGK-VABB,1.0458,1.1132
VEGK-VECC,1.0889,1.1175
VEGK-VIDP,1.0882,1.208
VEGK-VOBL,1.0706,1.1486
VEGK-VOHS,1.1432,1.2291
VEGT-VAAH,1.0367,1.1992
VEGT-VABB,1.0251,1.1503
VEGT-VEAT,1.0844,1.2243
VEGT-VEBD,1.0623,1.2565
VEGT-VEBS,1.0849,1.1482
VEGT-VECC,1.1649,1.269
VEGT-VEIM,1.0788,1.2388
VEGT-VEKU,1.1148,1.2674
VEGT-VELP,1.1854,1.3431
VEGT-VIAR,1.1088,1.3169
VEGT-VIDP,1.0863,1.2555
VEGT-VIJP,1.0575,1.1807
VEGT-VOBL,1.0535,1.1986
VEGT-VOCI,1.0361,1.1597
VEGT-VOHS,1.0692,1.1872
VEGT-VOMM,1.0365,1.1401
VEGT-VQPR,1.0699,1.2898
VEGT-WSSS,1.0593,1.2093
VEGY-VTBS,1.0498,1.0588
VEGY-VYYY,1.0292,0.9973
VEIM-VEAT,1.0627,1.1955
VEIM-VECC,1.089,1.1709
VEIM-VEGT,1.0796,1.2027
VEIM-VIDP,1.0786,1.2642
VEIM-VOBL,1.0424,1.1257
VEIM-VOHS,1.037,1.1433
VEJH-VIDP,1.0776,1.1787
VEJT-VECC,1.1443,1.2394
VEKU-VECC,1.1,1.234
VEKU-VEGT,1.0618,1.322
VELP-VECC,1.1182,1.3154
VELP-VEGT,1.1207,1.3584
VEMN-VEBD,1.069,1.0908
VEMN-VECC,1.1166,1.1637
VEMN-VIDP,1.1038,1.2691
VEMR-VECC,1.1042,1.1927
VEPT-VAAH,1.0326,1.1226
VEPT-VABB,1.0528,1.1704
VEPT-VECC,1.0908,1.1688
VEPT-VERC,1.0361,1.2966
VEPT-VIDP,1.0594,1.1897
VEPT-VILK,1.0127,1.132
VEPT-VOBL,1.0423,1.1176
VEPT-VOHS,1.1062,1.1797
VEPT-VOMM,1.0352,1.1096
VERC-VABB,1.024,1.1203
VERC-VECC,1.0984,1.1507
VERC-VEPT,1.0918,1.167
VERC-VIDP,1.0519,1.1473
VERC-VOBL,1.0502,1.133
VERC-VOHS,1.0818,1.1503
VERP-VAID,1.0203,1.2019
VERP-VECC,1.0569,1.0528
VERP-VIDP,1.0766,1.166
VERP-VOBL,1.0475,1.0478
VERP-VOHS,1.2051,1.2428
VGCB-VGHS,1.1489,1.4197
VGEG-OEJN,1.0376,1.1397
VGEG-OMAA,1.0462,1.1345
VGEG-OMDB,1.0501,1.1915
VGEG-OMSJ,1.0507,1.2499
VGEG-OOMS,1.0387,1.1289
VGEG-OTHH,1.0391,1.1604
VGEG-VECC,1.1242,1.3587
VGEG-VGHS,1.1799,1.4822
VGEG-VOMM,1.0786,1.1662
VGEG-VTBS,1.0615,1.1351
VGHS-EGLL,1.0872,1.2324
VGHS-LTBA,1.0522,1.3064
VGHS-LTFM,1.0694,1.269
VGHS-OBBI,1.0688,1.2042
VGHS-OEDF,1.1004,1.2214
VGHS-OEJN,1.0417,1.1583
VGHS-OERK,1.0837,1.2132
VGHS-OKBK,1.058,1.1888
VGHS-OMAA,1.065,1.1654
VGHS-OMDB,1.0701,1.1588
VGHS-OMSJ,1.0732,1.2814
VGHS-OOMS,1.0592,1.1947
VGHS-OTHH,1.0889,1.2484
VGHS-VABB,1.0351,1.2461
VGHS-VCBI,1.0375,1.1355
VGHS-VECC,1.1603,1.5227
VGHS-VGCB,1.0682,1.3445
VGHS-VGEG,1.0993,1.4006
VGHS-VGSY,1.056,1.2911
VGHS-VHHH,1.1002,1.147
VGHS-VIDP,1.0439,1.2538
VGHS-VNKT,1.1477,1.383
VGHS-VOMM,1.0268,1.1996
VGHS-VQPR,1.1344,1.3061
VGHS-VTBD,1.0147,1.0802
VGHS-VTBS,1.031,1.1582
VGHS-VVNB,1.0625,1.0609
VGHS-WMKK,1.0363,1.111
VGHS-WSSS,1.0235,1.1318
VGHS-ZGGG,1.0457,1.1083
VGHS-ZPPP,1.1097,1.1695
VGSY-OMDB,1.066,1.173
VGSY-VGHS,1.0991,1.4331
VHHH-AYPY,1.0073,1.059
VHHH-CYVR,1.0397,1.0505
VHHH-CYYZ,1.0783,1.0709
VHHH-EDDF,1.032,1.1775
VHHH-EDDK,1.0528,1.2306
VHHH-EGLL,1.0271,1.1734
VHHH-EHAM,1.0255,1.2598
VHHH-EKCH,1.0318,1.1152
VHHH-ELLX,1.0537,1.3053
VHHH-FAOR,1.0198,1.0632
VHHH-FIMP,1.0163,1.0659
VHHH-HAAB,1.0532,1.1172
VHHH-KBOS,1.1122,1.0819
VHHH-KDFW,1.0384,1.0334
VHHH-KEWR,1.085,1.1031
VHHH-KJFK,1.103,1.0745
VHHH-KLAX,1.0232,1.0023
VHHH-KORD,1.069,1.0842
VHHH-KSFO,1.0278,1.0238
VHHH-LFPG,1.0292,1.1718
VHHH-LHBP,1.0474,1.2709
VHHH-LIMC,1.0287,1.1855
VHHH-LLBG,1.085,1.3105
VHHH-LOWW,1.051,1.2599
VHHH-LSZH,1.0288,1.1794
VHHH-LTFM,1.0638,1.234
VHHH-NFFN,1.0083,1.1163
VHHH-NZAA,1.0112,1.1042
VHHH-OERK,1.0785,1.3077
VHHH-OMAA,1.0778,1.208
VHHH-OMDB,1.1106,1.2446
VHHH-OMDW,1.1025,1.2302
VHHH-OTHH,1.1046,1.2207
VHHH-PANC,1.0572,1.1027
VHHH-PGSN,1.0447,1.1222
VHHH-PGUM,1.0377,1.0654
VHHH-RCKH,1.084,1.2177
VHHH-RCMQ,1.1429,1.1921
VHHH-RCNN,1.1524,1.2816
VHHH-RCTP,1.1643,1.2404
VHHH-RJAA,1.085,1.0363
VHHH-RJBB,1.0641,1.0503
VHHH-RJCC,1.0887,1.0524
VHHH-RJFF,1.1391,1.1309
VHHH-RJFK,1.0781,1.1374
VHHH-RJFT,1.0827,1.0875
VHHH-RJFU,1.1196,1.1325
VHHH-RJGG,1.0661,1.0364
VHHH-RJNK,1.0825,1.1396
VHHH-RJOA,1.0808,1.0749
VHHH-RJOB,1.0743,1.1294
VHHH-RJOH,1.0933,1.152
VHHH-RJOT,1.0902,1.0824
VHHH-RJTT,1.0662,1.0147
VHHH-RKPC,1.1409,1.1776
VHHH-RKPK,1.1137,1.1204
VHHH-RKSI,1.1909,1.1929
VHHH-RKTN,1.1235,1.1085
VHHH-ROAH,1.1105,1.1657
VHHH-RPLC,1.048,1.1348
VHHH-RPLL,1.0614,1.1876
VHHH-RPMD,1.0326,1.1469
VHHH-RPVI,1.0335,1.1879
VHHH-RPVM,1.0234,1.1408
VHHH-UAAA,1.0418,1.2361
VHHH-UBBB,1.0311,1.2349
VHHH-UHWW,1.1423,1.1945
VHHH-UNNT,1.0376,1.1182
VHHH-UUDD,1.0527,1.2239
VHHH-UUEE,1.0534,1.2088
VHHH-VABB,1.0806,1.1778
VHHH-VCBI,1.0409,1.1491
VHHH-VDPP,1.0528,1.1858
VHHH-VDSR,1.0604,1.2024
VHHH-VECC,1.1208,1.272
VHHH-VGHS,1.1656,1.3456
VHHH-VIDP,1.1169,1.2537
VHHH-VNKT,1.1753,1.3962
VHHH-VOBL,1.0845,1.1955
VHHH-VOHS,1.1137,1.228
VHHH-VOMM,1.082,1.1302
VHHH-VRMM,1.0346,1.1631
VHHH-VTBD,1.0597,1.2181
VHHH-VTBS,1.0792,1.2115
VHHH-VTCC,1.1402,1.2922
VHHH-VTSM,1.0674,1.2567
VHHH-VTSP,1.049,1.1473
VHHH-VVCR,1.0263,1.1636
VHHH-VVDN,1.0704,1.2218
VHHH-VVNB,1.266,1.4493
VHHH-VVPQ,1.0511,1.2246
VHHH-VVTS,1.0674,1.1921
VHHH-VYYY,1.1026,1.2113
VHHH-WADD,1.0503,1.1355
VHHH-WARR,1.0566,1.1547
VHHH-WBKK,1.0688,1.2352
VHHH-WBSB,1.0714,1.0997
VHHH-WIII,1.058,1.1192
VHHH-WIMM,1.0497,1.1352
VHHH-WMKK,1.0619,1.1529
VHHH-WMKP,1.0764,1.1699
VHHH-WMSA,1.0336,1.0519
VHHH-WSSS,1.0379,1.0863
VHHH-YBBN,1.0116,1.0984
VHHH-YBCS,1.0054,1.0939
VHHH-YMML,1.0107,1.0393
VHHH-YPAD,1.0127,1.1103
VHHH-YPPH,1.0251,1.1208
VHHH-YSSY,1.014,1.047
VHHH-ZBAA,1.0365,1.1747
VHHH-ZBAD,1.0282,1.1667
VHHH-ZBTJ,1.0434,1.2413
VHHH-ZBYN,1.0365,1.1939
VHHH-ZGGG,1.3855,1.6064
VHHH-ZGHA,1.0702,1.2028
VHHH-ZGKL,1.1856,1.3531
VHHH-ZGMX,1.2487,1.5391
VHHH-ZGNN,1.3517,1.6177
VHHH-ZGZJ,1.3245,1.7667
VHHH-ZHCC,1.0421,1.342
VHHH-ZHHH,1.0548,1.209
VHHH-ZJHK,1.1833,1.5126
VHHH-ZJSY,1.1553,1.4214
VHHH-ZLIC,1.0687,1.2826
VHHH-ZLXY,1.1022,1.3732
VHHH-ZMUB,1.0292,1.1823
VHHH-ZPPP,1.1976,1.4435
VHHH-ZSAM,1.1887,1.4523
VHHH-ZSCN,1.0769,1.3229
VHHH-ZSFZ,1.1496,1.4045
VHHH-ZSHC,1.1693,1.3239
VHHH-ZSJN,1.049,1.1702
VHHH-ZSNB,1.1345,1.1602
VHHH-ZSNJ,1.2348,1.3978
VHHH-ZSPD,1.1958,1.2819
VHHH-ZSQD,1.244,1.3838
VHHH-ZSQZ,1.191,1.3877
VHHH-ZSSS,1.1531,1.2398
VHHH-ZSWX,1.1675,1.3084
VHHH-ZSWY,1.2621,1.4066
VHHH-ZSWZ,1.1227,1.2238
VHHH-ZSXZ,1.0588,1.2439
VHHH-ZSYA,1.0529,1.2471
VHHH-ZSYN,1.2011,1.344
VHHH-ZSYT,1.1843,1.2607
VHHH-ZSYW,1.1784,1.2365
VHHH-ZUCK,1.116,1.4927
VHHH-ZUGY,1.1124,1.462
VHHH-ZUUU,1.0733,1.3574
VHHH-ZYCC,1.1164,1.276
VHHH-ZYTL,1.1696,1.2401
VHHH-ZYTX,1.1309,1.2655
VIAR-EGBB,1.0661,1.1835
VIAR-OMDB,1.1554,1.3045
VIAR-OMSJ,1.1034,1.3414
VIAR-OTHH,1.0998,1.2285
VIAR-VABB,1.0807,1.1745
VIAR-VEGT,1.1121,1.0798
VIAR-VIDP,1.1718,1.3212
VIAR-VISR,1.2786,1.4733
VIAR-VOBL,1.0434,1.1177
VIAR-VOHS,1.0597,1.1154
VIAR-WMKK,1.0265,1.0856
VIAR-WSSS,1.0312,1.0388
VICG-OMDB,1.139,1.3298
VICG-OMSJ,1.2024,1.3401
VICG-VAAH,1.1039,1.2357
VICG-VABB,1.0639,1.1772
VICG-VECC,1.0536,1.0983
VICG-VIDP,1.3058,1.537
VICG-VISR,1.158,1.3167
VICG-VOBL,1.0487,1.1588
VICG-VOHS,1.0751,1.1568
VIDN-VABB,1.0447,1.1342
VIDN-VIDP,1.288,1.4259
VIDN-VILK,1.0629,1.0343
VIDN-VOBL,1.0543,1.1283
VIDN-VOHS,1.1068,1.1595
VIDP-CYVR,1.1435,1.1934
VIDP-CYYZ,1.0524,1.1437
VIDP-EDDF,1.0992,1.236
VIDP-EDDP,1.1194,1.3053
VIDP-EFHK,1.0663,1.24
VIDP-EGBB,1.0759,1.1986
VIDP-EGLL,1.0664,1.2539
VIDP-EHAM,1.0902,1.2403
VIDP-EKCH,1.0761,1.1857
VIDP-EPWA,1.0722,1.228
VIDP-ESSA,1.0953,1.1936
VIDP-FIMP,1.006,1.0499
VIDP-HAAB,1.0862,1.1719
VIDP-KEWR,1.0309,1.2465
VIDP-KIAD,1.0317,1.1054
VIDP-KJFK,1.0306,1.1183
VIDP-KORD,1.0325,1.1085
VIDP-KSFO,1.1869,1.1255
VIDP-LEMD,1.0605,1.1898
VIDP-LFPG,1.0654,1.1987
VIDP-LIMC,1.0767,1.2108
VIDP-LIRF,1.0637,1.2109
VIDP-LLBG,1.3016,1.3866
VIDP-LOWW,1.0994,1.1935
VIDP-LSZH,1.0781,1.3004
VIDP-LTBA,1.1378,1.267
VIDP-LTFM,1.1224,1.2291
VIDP-OAKB,1.122,1.2897
VIDP-OBBI,1.1402,1.3016
VIDP-OEDF,1.1244,1.382
VIDP-OEJN,1.0793,1.233
VIDP-OERK,1.1282,1.3989
VIDP-OIIE,1.2123,1.4083
VIDP-OKBK,1.1283,1.3869
VIDP-OMAA,1.1329,1.2669
VIDP-OMDB,1.1448,1.3002
VIDP-OMDW,1.2881,1.4277
VIDP-OMSJ,1.1389,1.3994
VIDP-OOMS,1.1424,1.3142
VIDP-ORBI,1.2399,1.3941
VIDP-ORMM,1.1893,1.3414
VIDP-OTHH,1.1421,1.3558
VIDP-RCTP,1.1002,1.1491
VIDP-RJAA,1.1222,1.0689
VIDP-RKSI,1.2082,1.1905
VIDP-UAAA,1.3933,1.4525
VIDP-UTAA,1.0642,1.2312
VIDP-UTTT,1.202,1.3405
VIDP-UUEE,1.0645,1.2638
VIDP-VAAH,1.0437,1.2042
VIDP-VAAU,1.0277,1.1599
VIDP-VABB,1.0432,1.186
VIDP-VABO,1.0287,1.1659
VIDP-VABP,1.0235,1.2097
VIDP-VAID,1.0266,1.2143
VIDP-VAND,1.0116,1.1256
VIDP-VANP,1.0458,1.1725
VIDP-VAPO,1.0541,1.1595
VIDP-VARK,1.032,1.1799
VIDP-VASD,1.0367,1.1611
VIDP-VASU,1.0542,1.1753
VIDP-VAUD,1.0274,1.2466
VIDP-VCBI,1.0182,1.0843
VIDP-VEAT,1.1138,1.1745
VIDP-VEBD,1.1108,1.1462
VIDP-VEBN,1.0364,1.1612
VIDP-VEBS,1.0298,1.095
VIDP-VECC,1.0405,1.0783
VIDP-VEDG,1.0199,1.0704
VIDP-VEGK,1.0909,1.2107
VIDP-VEGT,1.0816,1.1134
VIDP-VEGY,1.0224,1.0735
VIDP-VEIM,1.0722,1.1272
VIDP-VEJH,1.0635,1.1577
VIDP-VEMN,1.0966,1.1184
VIDP-VEPT,1.0522,1.1248
VIDP-VERC,1.0261,1.094
VIDP-VERP,1.0286,1.1233
VIDP-VGHS,1.0309,1.0374
VIDP-VHHH,1.0894,1.0371
VIDP-VIAR,1.1176,1.3218
VIDP-VICG,1.2189,1.5664
VIDP-VIDN,1.1196,1.4125
VIDP-VIJO,1.0636,1.3042
VIDP-VIJP,1.045,1.4084
VIDP-VIJR,1.1382,1.375
VIDP-VIJU,1.2174,1.3962
VIDP-VILH,1.0333,1.221
VIDP-VILK,1.1136,1.2682
VIDP-VISR,1.1477,1.2984
VIDP-VNKT,1.1494,1.2529
VIDP-VOBL,1.0468,1.1298
VIDP-VOBZ,1.0351,1.12
VIDP-VOCB,1.0215,1.1101
VIDP-VOCI,1.0361,1.1042
VIDP-VOGO,1.0364,1.1699
VIDP-VOHS,1.074,1.1538
VIDP-VOMD,1.014,1.0714
VIDP-VOML,1.0507,1.1622
VIDP-VOMM,1.0361,1.1217
VIDP-VOTV,1.0243,1.1083
VIDP-VOVZ,1.0236,1.0986
VIDP-VQPR,1.1126,1.1516
VIDP-VTBD,1.0188,1.1075
VIDP-VTBS,1.0274,1.0328
VIDP-VTSP,1.0201,1.1026
VIDP-WMKK,1.0274,1.1124
VIDP-WSSS,1.0335,1.0496
VIDP-YMML,1.0143,1.0618
VIDP-YSSY,1.0215,1.064
VIDP-ZBAA,1.2446,1.3038
VIDP-ZGGG,1.0471,1.0931
VIDP-ZPPP,1.0712,1.0865
VIDP-ZSPD,1.1056,1.1004
VIDP-ZUUU,1.2647,1.2826
VIJO-VABB,1.0908,1.1525
VIJO-VIDP,1.113,1.1466
VIJO-VOBL,1.0762,1.0453
VIJP-OMDB,1.1496,1.2769
VIJP-OMSJ,1.1572,1.3521
VIJP-OOMS,1.1397,1.2495
VIJP-VAAH,1.0451,1.0936
VIJP-VABB,1.0466,1.0791
VIJP-VAPO,1.0472,1.039
VIJP-VECC,1.048,1.0138
VIJP-VEGT,1.0747,1.0163
VIJP-VIDP,1.2754,1.4037
VIJP-VILK,1.2428,1.1542
VIJP-VOBL,1.0467,1.0656
VIJP-VOCI,1.0403,1.0603
VIJP-VOHS,1.0669,1.0533
VIJP-VOMM,1.0275,1.0339
VIJP-VTBD,1.0216,1.0967
VIJP-VTBS,1.0212,1.032
VIJP-WMKK,1.0275,1.0528
VIJR-VABB,1.0823,1.0746
VIJR-VIDP,1.1187,1.1104
VIJU-VABB,1.1019,1.1745
VIJU-VIDP,1.2255,1.2936
VIJU-VISR,1.1833,1.4297
VIKA-VABB,1.063,1.1396
VILH-VIDP,1.0802,0.9487
VILK-OEJN,1.067,1.2223
VILK-OERK,1.1289,1.3582
VILK-OMDB,1.1097,1.2786
VILK-OMSJ,1.0992,1.2772
VILK-OOMS,1.0927,1.2449
VILK-VAAH,1.1039,1.1959
VILK-VABB,1.0679,1.178
VILK-VAPO,1.0857,1.1577
VILK-VECC,1.053,1.0533
VILK-VEPT,1.0435,1.1382
VILK-VIDN,1.0273,1.1686
VILK-VIDP,1.1041,1.2911
VILK-VIJP,1.1405,1.2901
VILK-VIJU,1.1159,1.2383
VILK-VOBL,1.036,1.1207
VILK-VOCI,1.0536,1.118
VILK-VOGO,1.0513,1.1238
VILK-VOHS,1.0935,1.1685
VILK-VOMM,1.0469,1.1099
VILK-VTBS,1.0238,1.0751
VILK-WSSS,1.0269,1.0873
VISR-VAAH,1.1072,1.1281
VISR-VABB,1.0692,1.13
VISR-VIAR,1.3434,1.2585
VISR-VICG,1.1663,1.1577
VISR-VIDP,1.1475,1.1285
VISR-VIJU,1.1258,0.9608
VISR-VILK,1.1094,1.0468
VISR-VOBL,1.0329,1.0729
VLLB-VDSR,1.021,0.9725
VLLB-VLVT,1.02,1.1158
VLLB-VTBD,1.0235,1.0599
VLLB-VTBS,1.07,1.0915
VLLB-VVNB,1.0453,0.9711
VLVT-RKPK,1.0599,0.9703
VLVT-RKSI,1.1365,1.1289
VLVT-VDPP,1.0177,1.0274
VLVT-VLLB,1.0184,1.3006
VLVT-VTBD,1.0721,1.2017
VLVT-VTBS,1.113,1.2056
VLVT-VVNB,1.0673,1.1107
VLVT-WMKK,1.0777,1.1804
VLVT-WSSS,1.0521,1.1402
VLVT-ZGGG,1.0668,1.1123
VLVT-ZGHA,1.0182,1.1493
VLVT-ZGNN,1.052,1.0733
VLVT-ZGSZ,1.0833,1.1227
VLVT-ZJHK,1.0582,1.1083
VLVT-ZPPP,1.0651,1.1501
VLVT-ZSCG,1.0156,1.1066
VLVT-ZSPD,1.0551,1.1378
VMMC-RCKH,1.0828,1.1527
VMMC-RCMQ,1.132,1.1637
VMMC-RCTP,1.155,1.1774
VMMC-RJAA,1.0887,1.0632
VMMC-RJBB,1.0638,0.9854
VMMC-RJFF,1.1404,1.1878
VMMC-RKPK,1.1059,1.0864
VMMC-RKSI,1.188,1.1894
VMMC-RKTN,1.118,1.1297
VMMC-RPLC,1.0619,1.1311
VMMC-RPLL,1.0752,1.2162
VMMC-RPVK,1.2218,1.3527
VMMC-RPVM,1.0359,1.1979
VMMC-VDPP,1.0877,1.2575
VMMC-VDSR,1.0922,1.2871
VMMC-VDSV,1.0727,1.2036
VMMC-VTBD,1.0977,1.2866
VMMC-VTBS,1.1105,1.2085
VMMC-VTBU,1.0929,1.287
VMMC-VTCC,1.1625,1.3372
VMMC-VTCT,1.22,1.415
VMMC-VTSP,1.0922,1.2815
VMMC-VVDN,1.1313,1.2354
VMMC-VVNB,1.1253,1.292
VMMC-WBKK,1.0947,1.2702
VMMC-WMKK,1.0883,1.2193
VMMC-WSSS,1.0537,1.119
VMMC-ZBAA,1.0219,1.084
VMMC-ZBTJ,1.0286,1.2429
VMMC-ZBYN,1.0255,1.2244
VMMC-ZGNN,1.1393,1.4308
VMMC-ZGOW,1.2433,1.4731
VMMC-ZHCC,1.0193,1.2895
VMMC-ZHHH,1.0329,1.2803
VMMC-ZJHK,1.336,1.6068
VMMC-ZJSY,1.2323,1.4159
VMMC-ZLXY,1.0788,1.3782
VMMC-ZPPP,1.0726,1.2806
VMMC-ZSAM,1.2008,1.4106
VMMC-ZSCG,1.2102,1.3008
VMMC-ZSCN,1.0428,1.314
VMMC-ZSFZ,1.1528,1.2776
VMMC-ZSHC,1.1692,1.198
VMMC-ZSNB,1.1245,1.2023
VMMC-ZSNJ,1.2641,1.2812
VMMC-ZSOF,1.3823,1.5476
VMMC-ZSPD,1.1364,1.1389
VMMC-ZSQD,1.2523,1.3635
VMMC-ZSQZ,1.1748,1.3424
VMMC-ZSSS,1.1501,1.1469
VMMC-ZSWX,1.1317,1.2968
VMMC-ZSWZ,1.1318,1.2968
VMMC-ZUCK,1.1167,1.4997
VMMC-ZUGY,1.1017,1.4733
VMMC-ZUUU,1.0603,1.2407
VNKT-LTFM,1.0678,1.2333
VNKT-OEDF,1.0455,1.2208
VNKT-OMAA,1.0574,1.204
VNKT-OMDB,1.075,1.2158
VNKT-OMSJ,1.0632,1.2229
VNKT-OOMS,1.0678,1.2019
VNKT-OTHH,1.0666,1.2207
VNKT-RKSI,1.2067,1.2149
VNKT-VABB,1.0511,1.1898
VNKT-VECC,1.0638,1.029
VNKT-VGHS,1.045,0.9786
VNKT-VHHH,1.1345,1.1425
VNKT-VIDP,1.0923,1.1687
VNKT-VOBL,1.1135,1.2102
VNKT-VQPR,1.1078,0.991
VNKT-VTBD,1.0232,1.0435
VNKT-VTBS,1.0416,1.1069
VNKT-WMKK,1.0333,1.0755
VNKT-WSSS,1.0299,1.048
VNKT-ZGGG,1.07,1.0822
VNKT-ZPPP,1.1231,1.0856
VNKT-ZULS,1.1017,1.1115
VNKT-ZUUU,1.0361,1.0744
VOBL-EDDF,1.0283,1.1257
VOBL-EGLL,1.0313,1.2495
VOBL-LFPG,1.0401,1.2115
VOBL-OBBI,1.0285,1.1778
VOBL-OKBK,1.0295,1.1938
VOBL-OMAA,1.0233,1.0786
VOBL-OMDB,1.024,1.0819
VOBL-OMSJ,1.0247,1.1562
VOBL-OOMS,1.0321,1.1204
VOBL-OTHH,1.0801,1.1439
VOBL-VAAH,1.0549,1.1056
VOBL-VABB,1.0704,1.1392
VOBL-VABO,1.0463,1.078
VOBL-VAID,1.0359,1.109
VOBL-VANP,1.0142,1.0476
VOBL-VAPO,1.0319,1.0695
VOBL-VASU,1.0516,1.0528
VOBL-VAUD,1.0416,1.0681
VOBL-VCBI,1.0366,1.071
VOBL-VEAT,1.0361,1.0723
VOBL-VEBD,1.0413,1.085
VOBL-VEBS,1.0155,1.0796
VOBL-VECC,1.0495,1.0975
VOBL-VEGK,1.0637,1.0837
VOBL-VEGT,1.0303,1.0579
VOBL-VEPT,1.0416,1.0833
VOBL-VERC,1.0357,1.0768
VOBL-VHHH,1.0725,1.1216
VOBL-VIAR,1.0249,1.0726
VOBL-VICG,1.0276,1.1041
VOBL-VIDN,1.0242,1.092
VOBL-VIDP,1.0454,1.1218
VOBL-VIJP,1.0258,1.1286
VOBL-VILK,1.0264,1.0234
VOBL-VOCB,1.0945,1.1903
VOBL-VOCI,1.1014,1.1951
VOBL-VOCL,1.1304,1.2167
VOBL-VOGO,1.0362,1.1665
VOBL-VOHS,1.0879,1.1786
VOBL-VOML,1.0426,1.1661
VOBL-VOMM,1.121,1.3059
VOBL-VOPB,1.008,1.119
VOBL-VOTV,1.0601,1.1067
VOBL-VOVZ,1.0264,1.0868
VOBL-VTBD,1.0231,1.1466
VOBL-VTBS,1.0647,1.1713
VOBL-VTSP,1.0574,1.1035
VOBL-WMKK,1.0409,1.1099
VOBL-WSSS,1.0341,1.1124
VOBM-VOBL,1.066,1.0273
VOBZ-VABB,1.0866,1.1527
VOBZ-VIDP,1.0461,1.1654
VOBZ-WSSS,1.0245,1.0618
VOCB-OMSJ,1.0236,1.1972
VOCB-VABB,1.1135,1.1579
VOCB-VAPO,1.0423,1.0568
VOCB-VCBI,1.0334,1.1444
VOCB-VIDP,1.0332,1.1257
VOCB-VOBL,1.2097,1.4068
VOCB-VOHS,1.0583,1.1027
VOCB-VOMM,1.0437,1.1583
VOCB-WSSS,1.0241,1.101
VOCI-OBBI,1.0275,1.0742
VOCI-OEJN,1.065,1.1802
VOCI-OERK,1.071,1.2408
VOCI-OKBK,1.0252,1.1564
VOCI-OMAA,1.0124,1.0745
VOCI-OMDB,1.0199,1.0958
VOCI-OMDW,1.0219,1.1407
VOCI-OMSJ,1.0151,1.1372
VOCI-OOMS,1.0326,1.1234
VOCI-OTHH,1.0485,1.1894
VOCI-VAAH,1.0479,1.1089
VOCI-VABB,1.1006,1.171
VOCI-VANP,1.0136,1.0528
VOCI-VAPO,1.0328,1.0573
VOCI-VCBI,1.0324,1.1468
VOCI-VEBS,1.0223,1.019
VOCI-VECC,1.0373,1.0817
VOCI-VEGT,1.0321,1.0565
VOCI-VIDP,1.0413,1.1248
VOCI-VIJP,1.0906,1.1646
VOCI-VILK,1.0316,1.0739
VOCI-VOBL,1.1372,1.3201
VOCI-VOGO,1.0123,1.1275
VOCI-VOHS,1.0495,1.1075
VOCI-VOMM,1.0564,1.1428
VOCI-VOTV,1.1472,1.3389
VOCI-VOVZ,1.0218,1.0369
VOCI-VRMM,1.0138,1.0872
VOCI-VTBD,1.0334,1.1604
VOCI-WMKK,1.0273,1.1472
VOCI-WSSS,1.0206,1.1065
VOCL-OBBI,1.0236,1.1311
VOCL-OEDF,1.018,1.0756
VOCL-OEJN,1.0566,1.1875
VOCL-OERK,1.0574,1.1639
VOCL-OKBK,1.0161,1.0887
VOCL-OMAA,1.01,1.0664
VOCL-OMAL,1.0204,1.0776
VOCL-OMDB,1.0175,1.0914
VOCL-OMDW,1.0193,1.1161
VOCL-OMRK,1.0132,1.0578
VOCL-OMSJ,1.0135,1.0999
VOCL-OOMS,1.0351,1.0869
VOCL-OTHH,1.0428,1.1424
VOCL-VABB,1.0971,1.0998
VOCL-VOBL,1.2314,1.4111
VOCL-VOCI,1.1928,1.2064
VOCL-VOTV,1.0805,1.245
VOGO-EGCC,1.0312,1.1911
